Open Circuits miRNA_TF_mRNA 1


TF		miRNA		mRNA

GLIS2	|------	miR-874-3p	------|	DYRK2

GLIS2	|------	miR-874-3p	------|	ENTPD1

GLIS2	|------	miR-874-3p	------|	FBXO28

GLIS2	|------	miR-874-3p	------|	FMNL3

GLIS2	|------	miR-874-3p	------|	GDF11

GLIS2	|------	miR-874-3p	------|	HMGCS1

GLIS2	|------	miR-874-3p	------|	HTR2C

GLIS2	|------	miR-874-3p	------|	KCMF1

GLIS2	|------	miR-874-3p	------|	MTDH

GLIS2	|------	miR-874-3p	------|	MTMR3

GLIS2	|------	miR-874-3p	------|	PRRX1

GLIS2	|------	miR-874-3p	------|	SLC37A2

GLIS2	|------	miR-874-3p	------|	SNX24

GLIS2	|------	miR-874-3p	------|	SRRM4

GLIS2	|------	miR-874-3p	------|	STRN

GLIS2	|------	miR-874-3p	------|	TMF1

POU2F2	|------	miR-874-3p	------|	BCL2L13

POU2F2	|------	miR-874-3p	------|	BMP2

POU2F2	|------	miR-874-3p	------|	CDH11

POU2F2	|------	miR-874-3p	------|	CYFIP2

POU2F2	|------	miR-874-3p	------|	DYRK2

POU2F2	|------	miR-874-3p	------|	ENTPD1

POU2F2	|------	miR-874-3p	------|	FBXO28

POU2F2	|------	miR-874-3p	------|	FMNL3

POU2F2	|------	miR-874-3p	------|	GDF11

POU2F2	|------	miR-874-3p	------|	HMGCS1

POU2F2	|------	miR-874-3p	------|	HTR2C

POU2F2	|------	miR-874-3p	------|	KCMF1

POU2F2	|------	miR-874-3p	------|	MTDH

POU2F2	|------	miR-874-3p	------|	MTMR3

POU2F2	|------	miR-874-3p	------|	PRRX1

POU2F2	|------	miR-874-3p	------|	SLC37A2

POU2F2	|------	miR-874-3p	------|	SNX24

POU2F2	|------	miR-874-3p	------|	SRRM4

POU2F2	|------	miR-874-3p	------|	STRN

POU2F2	|------	miR-874-3p	------|	TMF1

HIF1A	|------	miR-194-5p	------|	ANKFY1

HIF1A	|------	miR-194-5p	------|	AP3D1

HIF1A	|------	miR-194-5p	------|	ARHGAP5

HIF1A	|------	miR-194-5p	------|	ATXN1L

HIF1A	|------	miR-194-5p	------|	BAG4

HIF1A	|------	miR-194-5p	------|	BHLHE41

HIF1A	|------	miR-194-5p	------|	C1orf21

HIF1A	|------	miR-194-5p	------|	CADM1

HIF1A	|------	miR-194-5p	------|	CDH2

HIF1A	|------	miR-194-5p	------|	CFTR

HIF1A	|------	miR-194-5p	------|	CHD9

HIF1A	|------	miR-194-5p	------|	CTDSPL

HIF1A	|------	miR-194-5p	------|	DCBLD2

HIF1A	|------	miR-194-5p	------|	DMD

HIF1A	|------	miR-194-5p	------|	DUSP1

HIF1A	|------	miR-194-5p	------|	ID4

HIF1A	|------	miR-194-5p	------|	KLHDC7A

HIF1A	|------	miR-194-5p	------|	LIMCH1

HIF1A	|------	miR-194-5p	------|	LIMK2

HIF1A	|------	miR-194-5p	------|	LIN7A

HIF1A	|------	miR-194-5p	------|	MAP2

HIF1A	|------	miR-194-5p	------|	MYO9A

HIF1A	|------	miR-194-5p	------|	NR6A1

HIF1A	|------	miR-194-5p	------|	PAFAH1B1

HIF1A	|------	miR-194-5p	------|	PAFAH1B2

HIF1A	|------	miR-194-5p	------|	PDE4D

HIF1A	|------	miR-194-5p	------|	PHLDA1

HIF1A	|------	miR-194-5p	------|	PRRC2B

HIF1A	|------	miR-194-5p	------|	PTGS2

HIF1A	|------	miR-194-5p	------|	PYGB

HIF1A	|------	miR-194-5p	------|	RAB3B

HIF1A	|------	miR-194-5p	------|	SAMD4A

HIF1A	|------	miR-194-5p	------|	SATB1

HIF1A	|------	miR-194-5p	------|	SEMA6A

HIF1A	|------	miR-194-5p	------|	SGCE

HIF1A	|------	miR-194-5p	------|	SHH

HIF1A	|------	miR-194-5p	------|	SNX1

HIF1A	|------	miR-194-5p	------|	SOCS2

HIF1A	|------	miR-194-5p	------|	SPRED1

HIF1A	|------	miR-194-5p	------|	SRGAP1

HIF1A	|------	miR-194-5p	------|	SRI

HIF1A	|------	miR-194-5p	------|	TEAD1

HIF1A	|------	miR-194-5p	------|	TMED8

HIF1A	|------	miR-194-5p	------|	YAP1

HIF1A	|------	miR-194-5p	------|	ZBTB20

HIF1A	|------	miR-194-5p	------|	ZCCHC2

SMC3	|------	miR-194-5p	------|	ANKFY1

SMC3	|------	miR-194-5p	------|	AP3D1

SMC3	|------	miR-194-5p	------|	ARHGAP5

SMC3	|------	miR-194-5p	------|	ATXN1L

SMC3	|------	miR-194-5p	------|	BAG4

SMC3	|------	miR-194-5p	------|	BHLHE41

SMC3	|------	miR-194-5p	------|	C1orf21

SMC3	|------	miR-194-5p	------|	CADM1

SMC3	|------	miR-194-5p	------|	CDH2

SMC3	|------	miR-194-5p	------|	CFTR

SMC3	|------	miR-194-5p	------|	CHD9

SMC3	|------	miR-194-5p	------|	CTDSPL

SMC3	|------	miR-194-5p	------|	DCBLD2

SMC3	|------	miR-194-5p	------|	DMD

SMC3	|------	miR-194-5p	------|	DUSP1

SMC3	|------	miR-194-5p	------|	ID4

SMC3	|------	miR-194-5p	------|	KLHDC7A

SMC3	|------	miR-194-5p	------|	LIMCH1

SMC3	|------	miR-194-5p	------|	LIMK2

SMC3	|------	miR-194-5p	------|	LIN7A

SMC3	|------	miR-194-5p	------|	MAP2

SMC3	|------	miR-194-5p	------|	MYO9A

SMC3	|------	miR-194-5p	------|	NR6A1

SMC3	|------	miR-194-5p	------|	PAFAH1B1

SMC3	|------	miR-194-5p	------|	PAFAH1B2

SMC3	|------	miR-194-5p	------|	PDE4D

SMC3	|------	miR-194-5p	------|	PHLDA1

SMC3	|------	miR-194-5p	------|	PRRC2B

SMC3	|------	miR-194-5p	------|	PTGS2

SMC3	|------	miR-194-5p	------|	PYGB

SMC3	|------	miR-194-5p	------|	RAB3B

SMC3	|------	miR-194-5p	------|	SAMD4A

SMC3	|------	miR-194-5p	------|	SATB1

SMC3	|------	miR-194-5p	------|	SEMA6A

SMC3	|------	miR-194-5p	------|	SGCE

SMC3	|------	miR-194-5p	------|	SHH

SMC3	|------	miR-194-5p	------|	SNX1

SMC3	|------	miR-194-5p	------|	SOCS2

SMC3	|------	miR-194-5p	------|	SPRED1

SMC3	|------	miR-194-5p	------|	SRGAP1

SMC3	|------	miR-194-5p	------|	SRI

SMC3	|------	miR-194-5p	------|	TEAD1

SMC3	|------	miR-194-5p	------|	TMED8

SMC3	|------	miR-194-5p	------|	YAP1

SMC3	|------	miR-194-5p	------|	ZBTB20

SMC3	|------	miR-194-5p	------|	ZCCHC2

STAT5B	|------	miR-194-5p	------|	ANKFY1

STAT5B	|------	miR-194-5p	------|	AP3D1

STAT5B	|------	miR-194-5p	------|	ARHGAP5

STAT5B	|------	miR-194-5p	------|	ATXN1L

STAT5B	|------	miR-194-5p	------|	BAG4

STAT5B	|------	miR-194-5p	------|	BHLHE41

STAT5B	|------	miR-194-5p	------|	C1orf21

STAT5B	|------	miR-194-5p	------|	CADM1

STAT5B	|------	miR-194-5p	------|	CDH2

STAT5B	|------	miR-194-5p	------|	CFTR

STAT5B	|------	miR-194-5p	------|	CHD9

STAT5B	|------	miR-194-5p	------|	CTDSPL

STAT5B	|------	miR-194-5p	------|	DCBLD2

STAT5B	|------	miR-194-5p	------|	DMD

STAT5B	|------	miR-194-5p	------|	DUSP1

STAT5B	|------	miR-194-5p	------|	ID4

STAT5B	|------	miR-194-5p	------|	KLHDC7A

STAT5B	|------	miR-194-5p	------|	LIMCH1

STAT5B	|------	miR-194-5p	------|	LIMK2

STAT5B	|------	miR-194-5p	------|	LIN7A

STAT5B	|------	miR-194-5p	------|	MAP2

STAT5B	|------	miR-194-5p	------|	MYO9A

STAT5B	|------	miR-194-5p	------|	NR6A1

STAT5B	|------	miR-194-5p	------|	PAFAH1B1

STAT5B	|------	miR-194-5p	------|	PAFAH1B2

STAT5B	|------	miR-194-5p	------|	PDE4D

STAT5B	|------	miR-194-5p	------|	PHLDA1

STAT5B	|------	miR-194-5p	------|	PRRC2B

STAT5B	|------	miR-194-5p	------|	PTGS2

STAT5B	|------	miR-194-5p	------|	PYGB

STAT5B	|------	miR-194-5p	------|	RAB3B

STAT5B	|------	miR-194-5p	------|	SAMD4A

STAT5B	|------	miR-194-5p	------|	SATB1

STAT5B	|------	miR-194-5p	------|	SEMA6A

STAT5B	|------	miR-194-5p	------|	SGCE

STAT5B	|------	miR-194-5p	------|	SHH

STAT5B	|------	miR-194-5p	------|	SNX1

STAT5B	|------	miR-194-5p	------|	SOCS2

STAT5B	|------	miR-194-5p	------|	SPRED1

STAT5B	|------	miR-194-5p	------|	SRGAP1

STAT5B	|------	miR-194-5p	------|	SRI

STAT5B	|------	miR-194-5p	------|	TEAD1

STAT5B	|------	miR-194-5p	------|	TMED8

STAT5B	|------	miR-194-5p	------|	YAP1

STAT5B	|------	miR-194-5p	------|	ZBTB20

STAT5B	|------	miR-194-5p	------|	ZCCHC2

ZNF395	|------	miR-194-5p	------|	ANKFY1

ZNF395	|------	miR-194-5p	------|	AP3D1

ZNF395	|------	miR-194-5p	------|	ARHGAP5

ZNF395	|------	miR-194-5p	------|	ATXN1L

ZNF395	|------	miR-194-5p	------|	BAG4

ZNF395	|------	miR-194-5p	------|	BHLHE41

ZNF395	|------	miR-194-5p	------|	C1orf21

ZNF395	|------	miR-194-5p	------|	CADM1

ZNF395	|------	miR-194-5p	------|	CDH2

ZNF395	|------	miR-194-5p	------|	CFTR

ZNF395	|------	miR-194-5p	------|	CHD9

ZNF395	|------	miR-194-5p	------|	CTDSPL

ZNF395	|------	miR-194-5p	------|	DCBLD2

ZNF395	|------	miR-194-5p	------|	DMD

ZNF395	|------	miR-194-5p	------|	DUSP1

ZNF395	|------	miR-194-5p	------|	ID4

ZNF395	|------	miR-194-5p	------|	KLHDC7A

ZNF395	|------	miR-194-5p	------|	LIMCH1

ZNF395	|------	miR-194-5p	------|	LIMK2

ZNF395	|------	miR-194-5p	------|	LIN7A

ZNF395	|------	miR-194-5p	------|	MAP2

ZNF395	|------	miR-194-5p	------|	MYO9A

ZNF395	|------	miR-194-5p	------|	NR6A1

ZNF395	|------	miR-194-5p	------|	PAFAH1B1

ZNF395	|------	miR-194-5p	------|	PAFAH1B2

ZNF395	|------	miR-194-5p	------|	PDE4D

ZNF395	|------	miR-194-5p	------|	PHLDA1

ZNF395	|------	miR-194-5p	------|	PRRC2B

ZNF395	|------	miR-194-5p	------|	PTGS2

ZNF395	|------	miR-194-5p	------|	PYGB

ZNF395	|------	miR-194-5p	------|	RAB3B

ZNF395	|------	miR-194-5p	------|	SAMD4A

ZNF395	|------	miR-194-5p	------|	SATB1

ZNF395	|------	miR-194-5p	------|	SEMA6A

ZNF395	|------	miR-194-5p	------|	SGCE

ZNF395	|------	miR-194-5p	------|	SHH

ZNF395	|------	miR-194-5p	------|	SNX1

ZNF395	|------	miR-194-5p	------|	SOCS2

ZNF395	|------	miR-194-5p	------|	SPRED1

ZNF395	|------	miR-194-5p	------|	SRGAP1

ZNF395	|------	miR-194-5p	------|	SRI

ZNF395	|------	miR-194-5p	------|	TEAD1

ZNF395	|------	miR-194-5p	------|	TMED8

ZNF395	|------	miR-194-5p	------|	YAP1

ZNF395	|------	miR-194-5p	------|	ZBTB20

ZNF395	|------	miR-194-5p	------|	ZCCHC2

HIF1A	|------	miR-744-5p	------|	BIN1

HIF1A	|------	miR-744-5p	------|	EGR3

HIF1A	|------	miR-744-5p	------|	NFIX

HIF1A	|------	miR-744-5p	------|	PCDHB16

HIF1A	|------	miR-744-5p	------|	SEC14L2

HIF1A	|------	miR-433-3p	------|	ARL6

HIF1A	|------	miR-433-3p	------|	CELF1

HIF1A	|------	miR-433-3p	------|	CFTR

HIF1A	|------	miR-433-3p	------|	CHD9

HIF1A	|------	miR-433-3p	------|	CHL1

HIF1A	|------	miR-433-3p	------|	CMTR2

HIF1A	|------	miR-433-3p	------|	DUSP16

HIF1A	|------	miR-433-3p	------|	DYNC1LI2

HIF1A	|------	miR-433-3p	------|	ELOVL2

HIF1A	|------	miR-433-3p	------|	EPHA7

HIF1A	|------	miR-433-3p	------|	FBXO21

HIF1A	|------	miR-433-3p	------|	FOXN3

HIF1A	|------	miR-433-3p	------|	FRMD4B

HIF1A	|------	miR-433-3p	------|	HIPK2

HIF1A	|------	miR-433-3p	------|	IL20RA

HIF1A	|------	miR-433-3p	------|	KCND3

HIF1A	|------	miR-433-3p	------|	LIN7A

HIF1A	|------	miR-433-3p	------|	LYPD6

HIF1A	|------	miR-433-3p	------|	MACC1

HIF1A	|------	miR-433-3p	------|	NR2F6

HIF1A	|------	miR-433-3p	------|	OLFM4

HIF1A	|------	miR-433-3p	------|	PBRM1

HIF1A	|------	miR-433-3p	------|	SEMA6A

HIF1A	|------	miR-433-3p	------|	SNX1

HIF1A	|------	miR-433-3p	------|	SORBS2

HIF1A	|------	miR-433-3p	------|	SPATA6L

HIF1A	|------	miR-433-3p	------|	SPRED1

HIF1A	|------	miR-433-3p	------|	TMEM216

HIF1A	|------	miR-433-3p	------|	TRABD2B

HIF1A	|------	miR-433-3p	------|	ZBTB20

HIF1A	|------	miR-433-3p	------|	ZNF317

MBD4	|------	miR-433-3p	------|	ARL6

MBD4	|------	miR-433-3p	------|	CELF1

MBD4	|------	miR-433-3p	------|	CFTR

MBD4	|------	miR-433-3p	------|	CHD9

MBD4	|------	miR-433-3p	------|	CHL1

MBD4	|------	miR-433-3p	------|	CMTR2

MBD4	|------	miR-433-3p	------|	DUSP16

MBD4	|------	miR-433-3p	------|	DYNC1LI2

MBD4	|------	miR-433-3p	------|	ELOVL2

MBD4	|------	miR-433-3p	------|	EPHA7

MBD4	|------	miR-433-3p	------|	FBXO21

MBD4	|------	miR-433-3p	------|	FOXN3

MBD4	|------	miR-433-3p	------|	FRMD4B

MBD4	|------	miR-433-3p	------|	HIPK2

MBD4	|------	miR-433-3p	------|	IL20RA

MBD4	|------	miR-433-3p	------|	KCND3

MBD4	|------	miR-433-3p	------|	LIN7A

MBD4	|------	miR-433-3p	------|	LYPD6

MBD4	|------	miR-433-3p	------|	MACC1

MBD4	|------	miR-433-3p	------|	NR2F6

MBD4	|------	miR-433-3p	------|	OLFM4

MBD4	|------	miR-433-3p	------|	PBRM1

MBD4	|------	miR-433-3p	------|	SEMA6A

MBD4	|------	miR-433-3p	------|	SNX1

MBD4	|------	miR-433-3p	------|	SORBS2

MBD4	|------	miR-433-3p	------|	SPATA6L

MBD4	|------	miR-433-3p	------|	SPRED1

MBD4	|------	miR-433-3p	------|	TMEM216

MBD4	|------	miR-433-3p	------|	TRABD2B

MBD4	|------	miR-433-3p	------|	ZBTB20

MBD4	|------	miR-433-3p	------|	ZNF317

SMAD2	|------	miR-433-3p	------|	ARL6

SMAD2	|------	miR-433-3p	------|	CELF1

SMAD2	|------	miR-433-3p	------|	CFTR

SMAD2	|------	miR-433-3p	------|	CHD9

SMAD2	|------	miR-433-3p	------|	CHL1

SMAD2	|------	miR-433-3p	------|	CMTR2

SMAD2	|------	miR-433-3p	------|	DUSP16

SMAD2	|------	miR-433-3p	------|	DYNC1LI2

SMAD2	|------	miR-433-3p	------|	ELOVL2

SMAD2	|------	miR-433-3p	------|	EPHA7

SMAD2	|------	miR-433-3p	------|	FBXO21

SMAD2	|------	miR-433-3p	------|	FOXN3

SMAD2	|------	miR-433-3p	------|	FRMD4B

SMAD2	|------	miR-433-3p	------|	HIPK2

SMAD2	|------	miR-433-3p	------|	IL20RA

SMAD2	|------	miR-433-3p	------|	KCND3

SMAD2	|------	miR-433-3p	------|	LIN7A

SMAD2	|------	miR-433-3p	------|	LYPD6

SMAD2	|------	miR-433-3p	------|	MACC1

SMAD2	|------	miR-433-3p	------|	NR2F6

SMAD2	|------	miR-433-3p	------|	OLFM4

SMAD2	|------	miR-433-3p	------|	PBRM1

SMAD2	|------	miR-433-3p	------|	SEMA6A

SMAD2	|------	miR-433-3p	------|	SNX1

SMAD2	|------	miR-433-3p	------|	SORBS2

SMAD2	|------	miR-433-3p	------|	SPATA6L

SMAD2	|------	miR-433-3p	------|	SPRED1

SMAD2	|------	miR-433-3p	------|	TMEM216

SMAD2	|------	miR-433-3p	------|	TRABD2B

SMAD2	|------	miR-433-3p	------|	ZBTB20

SMAD2	|------	miR-433-3p	------|	ZNF317

HNF4A	|------	miR-485-5p	------|	AMPD3

HNF4A	|------	miR-485-5p	------|	ARHGAP9

HNF4A	|------	miR-485-5p	------|	C16orf70

HNF4A	|------	miR-485-5p	------|	CD84

HNF4A	|------	miR-485-5p	------|	CDKL1

HNF4A	|------	miR-485-5p	------|	CENPF

HNF4A	|------	miR-485-5p	------|	CKS1B

HNF4A	|------	miR-485-5p	------|	CNTNAP1

HNF4A	|------	miR-485-5p	------|	GDF11

HNF4A	|------	miR-485-5p	------|	GPRC5A

HNF4A	|------	miR-485-5p	------|	KIAA1549L

HNF4A	|------	miR-485-5p	------|	KIAA1644

HNF4A	|------	miR-485-5p	------|	KIF18B

HNF4A	|------	miR-485-5p	------|	LRP8

HNF4A	|------	miR-485-5p	------|	MDGA1

HNF4A	|------	miR-485-5p	------|	MMP14

HNF4A	|------	miR-485-5p	------|	NIN

HNF4A	|------	miR-485-5p	------|	OBFC1

HNF4A	|------	miR-485-5p	------|	PLXNC1

HNF4A	|------	miR-485-5p	------|	PTAFR

HNF4A	|------	miR-485-5p	------|	RABL3

HNF4A	|------	miR-485-5p	------|	RASL10A

HNF4A	|------	miR-485-5p	------|	RC3H1

HNF4A	|------	miR-485-5p	------|	RRM2

HNF4A	|------	miR-485-5p	------|	SLC36A1

HNF4A	|------	miR-485-5p	------|	SRRM4

HNF4A	|------	miR-485-5p	------|	SYT11

HNF4A	|------	miR-485-5p	------|	TFR2

HNF4A	|------	miR-485-5p	------|	TMEM151B

HNF4A	|------	miR-485-5p	------|	TRIM3

HNF4A	|------	miR-485-5p	------|	TTC9C

HNF4A	|------	miR-485-5p	------|	UNC5B

HNF4A	|------	miR-485-5p	------|	ZBTB39

HNF4A	|------	miR-485-5p	------|	ZNF641

HNF4A	|------	miR-485-5p	------|	ZNF81

HOXA13	|------	miR-384	------|	ACER3

HOXA13	|------	miR-384	------|	CALCOCO2

HOXA13	|------	miR-384	------|	CCNYL1

HOXA13	|------	miR-384	------|	CD28

HOXA13	|------	miR-384	------|	CDC5L

HOXA13	|------	miR-384	------|	CNIH4

HOXA13	|------	miR-384	------|	DHX40

HOXA13	|------	miR-384	------|	FANCA

HOXA13	|------	miR-384	------|	FBXO11

HOXA13	|------	miR-384	------|	HS3ST3B1

HOXA13	|------	miR-384	------|	ITGA11

HOXA13	|------	miR-384	------|	KRAS

HOXA13	|------	miR-384	------|	MCM10

HOXA13	|------	miR-384	------|	MRPL42

HOXA13	|------	miR-384	------|	MTDH

HOXA13	|------	miR-384	------|	NUP210

HOXA13	|------	miR-384	------|	PDE4D

HOXA13	|------	miR-384	------|	PRICKLE1

HOXA13	|------	miR-384	------|	PTN

HOXA13	|------	miR-384	------|	RNF166

HOXA13	|------	miR-384	------|	SKA2

HOXA13	|------	miR-384	------|	SLC7A11

HOXA13	|------	miR-384	------|	SLC8A1

HOXA13	|------	miR-384	------|	TMEM167A

HOXA13	|------	miR-384	------|	TOR1AIP2

HOXA13	|------	miR-384	------|	UNC5B

HOXA13	|------	miR-384	------|	ZNF207

HOXA13	|------	miR-214-5p	------|	CD83

HOXA13	|------	miR-214-5p	------|	CEP41

HOXA13	|------	miR-214-5p	------|	FANCA

HOXA13	|------	miR-214-5p	------|	KLF12

HOXA13	|------	miR-214-5p	------|	MBNL1

HOXA13	|------	miR-214-5p	------|	MTMR3

HOXA13	|------	miR-214-5p	------|	NCOA2

HOXA13	|------	miR-214-5p	------|	PWWP2A

HOXA13	|------	miR-214-5p	------|	SEMA4C

HOXA13	|------	miR-214-5p	------|	STK4

HOXA13	|------	miR-214-5p	------|	TMEM151B

HOXA13	|------	miR-214-5p	------|	XXYLT1

HOXA13	|------	miR-214-5p	------|	ZNF207

POU2F2	|------	miR-214-5p	------|	CD83

POU2F2	|------	miR-214-5p	------|	CEP41

POU2F2	|------	miR-214-5p	------|	FANCA

POU2F2	|------	miR-214-5p	------|	KLF12

POU2F2	|------	miR-214-5p	------|	MBNL1

POU2F2	|------	miR-214-5p	------|	MTMR3

POU2F2	|------	miR-214-5p	------|	NCOA2

POU2F2	|------	miR-214-5p	------|	PWWP2A

POU2F2	|------	miR-214-5p	------|	SEMA4C

POU2F2	|------	miR-214-5p	------|	STK4

POU2F2	|------	miR-214-5p	------|	TMEM151B

POU2F2	|------	miR-214-5p	------|	XXYLT1

POU2F2	|------	miR-214-5p	------|	ZNF207

HOXC8	|------	miR-376b-3p	------|	ABCB8

HOXC8	|------	miR-376b-3p	------|	BRWD3

HOXC8	|------	miR-376b-3p	------|	CDH6

HOXC8	|------	miR-376b-3p	------|	CRISPLD2

HOXC8	|------	miR-376b-3p	------|	DYRK2

HOXC8	|------	miR-376b-3p	------|	ENOX2

HOXC8	|------	miR-376b-3p	------|	EXOSC10

HOXC8	|------	miR-376b-3p	------|	FBXO11

HOXC8	|------	miR-376b-3p	------|	KLF12

HOXC8	|------	miR-376b-3p	------|	MRPS25

HOXC8	|------	miR-376b-3p	------|	PCDH17

HOXC8	|------	miR-376b-3p	------|	PDE8A

HOXC8	|------	miR-376b-3p	------|	SEMA4C

HOXC8	|------	miR-376b-3p	------|	UBE2W

HOXC8	|------	miR-153-3p	------|	ACAP3

HOXC8	|------	miR-153-3p	------|	C6orf62

HOXC8	|------	miR-153-3p	------|	CADM3

HOXC8	|------	miR-153-3p	------|	CALN1

HOXC8	|------	miR-153-3p	------|	CAPN15

HOXC8	|------	miR-153-3p	------|	CDH6

HOXC8	|------	miR-153-3p	------|	CELF2

HOXC8	|------	miR-153-3p	------|	CHST15

HOXC8	|------	miR-153-3p	------|	CSNK1A1

HOXC8	|------	miR-153-3p	------|	CYFIP2

HOXC8	|------	miR-153-3p	------|	DESI2

HOXC8	|------	miR-153-3p	------|	DLL4

HOXC8	|------	miR-153-3p	------|	GABRA1

HOXC8	|------	miR-153-3p	------|	GATAD2A

HOXC8	|------	miR-153-3p	------|	GPR37

HOXC8	|------	miR-153-3p	------|	GXYLT2

HOXC8	|------	miR-153-3p	------|	IMPAD1

HOXC8	|------	miR-153-3p	------|	INHBA

HOXC8	|------	miR-153-3p	------|	ITPR1

HOXC8	|------	miR-153-3p	------|	KIF20A

HOXC8	|------	miR-153-3p	------|	KIF26B

HOXC8	|------	miR-153-3p	------|	LAMP5

HOXC8	|------	miR-153-3p	------|	LDLRAD4

HOXC8	|------	miR-153-3p	------|	MTDH

HOXC8	|------	miR-153-3p	------|	NAA15

HOXC8	|------	miR-153-3p	------|	NCAM2

HOXC8	|------	miR-153-3p	------|	NCOA2

HOXC8	|------	miR-153-3p	------|	NREP

HOXC8	|------	miR-153-3p	------|	NXPE3

HOXC8	|------	miR-153-3p	------|	PDE4D

HOXC8	|------	miR-153-3p	------|	PPARGC1B

HOXC8	|------	miR-153-3p	------|	PPM1D

HOXC8	|------	miR-153-3p	------|	PTRH2

HOXC8	|------	miR-153-3p	------|	PXK

HOXC8	|------	miR-153-3p	------|	RABGAP1

HOXC8	|------	miR-153-3p	------|	RABL3

HOXC8	|------	miR-153-3p	------|	RAP2C

HOXC8	|------	miR-153-3p	------|	RSF1

HOXC8	|------	miR-153-3p	------|	SAR1B

HOXC8	|------	miR-153-3p	------|	SGCD

HOXC8	|------	miR-153-3p	------|	SNTB1

HOXC8	|------	miR-153-3p	------|	SPTBN1

HOXC8	|------	miR-153-3p	------|	STAU2

HOXC8	|------	miR-153-3p	------|	STRN

HOXC8	|------	miR-153-3p	------|	TFEC

HOXC8	|------	miR-153-3p	------|	TMEM151B

HOXC8	|------	miR-153-3p	------|	TROVE2

HOXC8	|------	miR-153-3p	------|	UBE2W

HOXC8	|------	miR-153-3p	------|	USP9X

HOXC8	|------	miR-153-3p	------|	WDR26

HOXC8	|------	miR-153-3p	------|	WIPF1

HOXC8	|------	miR-153-3p	------|	XYLT1

HOXC8	|------	miR-153-3p	------|	XYLT2

HOXC8	|------	miR-153-3p	------|	ZBTB26

IKZF1	|------	miR-153-3p	------|	ACAP3

IKZF1	|------	miR-153-3p	------|	C6orf62

IKZF1	|------	miR-153-3p	------|	CADM3

IKZF1	|------	miR-153-3p	------|	CALN1

IKZF1	|------	miR-153-3p	------|	CAPN15

IKZF1	|------	miR-153-3p	------|	CDH6

IKZF1	|------	miR-153-3p	------|	CELF2

IKZF1	|------	miR-153-3p	------|	CHST15

IKZF1	|------	miR-153-3p	------|	CSNK1A1

IKZF1	|------	miR-153-3p	------|	CYFIP2

IKZF1	|------	miR-153-3p	------|	DESI2

IKZF1	|------	miR-153-3p	------|	DLL4

IKZF1	|------	miR-153-3p	------|	GABRA1

IKZF1	|------	miR-153-3p	------|	GATAD2A

IKZF1	|------	miR-153-3p	------|	GPR37

IKZF1	|------	miR-153-3p	------|	GXYLT2

IKZF1	|------	miR-153-3p	------|	IMPAD1

IKZF1	|------	miR-153-3p	------|	INHBA

IKZF1	|------	miR-153-3p	------|	ITPR1

IKZF1	|------	miR-153-3p	------|	KIF20A

IKZF1	|------	miR-153-3p	------|	KIF26B

IKZF1	|------	miR-153-3p	------|	LAMP5

IKZF1	|------	miR-153-3p	------|	LDLRAD4

IKZF1	|------	miR-153-3p	------|	MTDH

IKZF1	|------	miR-153-3p	------|	NAA15

IKZF1	|------	miR-153-3p	------|	NCAM2

IKZF1	|------	miR-153-3p	------|	NCOA2

IKZF1	|------	miR-153-3p	------|	NREP

IKZF1	|------	miR-153-3p	------|	NXPE3

IKZF1	|------	miR-153-3p	------|	PDE4D

IKZF1	|------	miR-153-3p	------|	PPARGC1B

IKZF1	|------	miR-153-3p	------|	PPM1D

IKZF1	|------	miR-153-3p	------|	PTRH2

IKZF1	|------	miR-153-3p	------|	PXK

IKZF1	|------	miR-153-3p	------|	RABGAP1

IKZF1	|------	miR-153-3p	------|	RABL3

IKZF1	|------	miR-153-3p	------|	RAP2C

IKZF1	|------	miR-153-3p	------|	RSF1

IKZF1	|------	miR-153-3p	------|	SAR1B

IKZF1	|------	miR-153-3p	------|	SGCD

IKZF1	|------	miR-153-3p	------|	SNTB1

IKZF1	|------	miR-153-3p	------|	SPTBN1

IKZF1	|------	miR-153-3p	------|	STAU2

IKZF1	|------	miR-153-3p	------|	STRN

IKZF1	|------	miR-153-3p	------|	TFEC

IKZF1	|------	miR-153-3p	------|	TMEM151B

IKZF1	|------	miR-153-3p	------|	TROVE2

IKZF1	|------	miR-153-3p	------|	UBE2W

IKZF1	|------	miR-153-3p	------|	USP9X
